tender_no,source_files,folder_path
2025_CMPBC_121063_1,"[""1.pdf_1762947991_1459412651.pdf"", ""UPS.pdf_1762947991_1232905306.pdf""]",tender-documents
2025_CMPBC_121063_2,"[""VRLA1.pdf_1765264063_2142924329.pdf"", ""1.pdf_1765264063_1759113507.pdf"", ""vrla.pdf_1765264063_1747405662.pdf"", ""Tendernotice_1_-_2025-12-09T123241.724.pdf_1765264063_1239452393.pdf""]",tender-documents
2025_CONCR_820783_1,"[""Enq_Letter_Cooling_Tower_Office_Copy_28-11-2025.pdf_1765263643_922461796.pdf"", ""95195423.pdf_1765263643_1454377111.pdf""]",tender-documents
2025_CRIS_ELECT_11,"[""1782369392298_CRIS_Tender_doc.pdf""]",tender-documents
2025_CRIS_ELECT_14,"[""1773823248352_viewNitPdf_5231301__1___3_.pdf""]",tender-documents
2025_CSIR_238226_1,"[""Tendernotice_1_(27).pdf_1752233226_607691621.pdf""]",tender-documents
2025_CSIR_239186_1,"[""Tendernotice_1_(17).pdf_1750760119_974864530.pdf""]",tender-documents
2025_CSIR_240969_1,"[""BOQ_274549.xls_1753350429_759478044.xls"", ""TES.pdf_1753350429_545296191.pdf"", ""Tendernotice_1_(28).pdf_1753350429_222982297.pdf""]",tender-documents
2025_CSIR_246761_1,"[""BOQ_282428.xls_1757157117_1671528366.xls"", ""TenderVRFVRV.pdf_1757157117_414970473.pdf"", ""Tendernotice_1_(4).pdf_1757157117_1338622012.pdf""]",tender-documents
2025_CSIR_248985_1,"[""Tendernotice_1_(18).pdf_1758537542_1881585722.pdf"", ""92510933.pdf_1758537542_1214292443.pdf"", ""92510933.xls_1758537542_775968311.xls""]",tender-documents
2025_CSIR_248986_1,"[""Tendernotice_1_(19).pdf_1758623392_915265525.pdf""]",tender-documents
2025_CSIR_252937_1,"[""Tendernotice_1_(12).pdf_1761983832_648500333.pdf""]",tender-documents
2025_CSIR_254775_1,"[""94376746.pdf_1763640975_355658693.pdf"", ""94376746.xls_1763640975_888828173.xls""]",tender-documents
2025_CSIR_257792_1,"[""95295356.xls_1766484474_801703005.xls"", ""95295356.pdf_1766484474_268160286.pdf""]",tender-documents
2025_CSIR_259746_1,"[""95840649.pdf_1766486305_769726816.pdf"", ""95840649.xls_1766486305_1605215891.xls""]",tender-documents
2025_CURAJ_864552_1,"[""Tendernotice_1_(14).pdf_1750240718_815757770.pdf""]",tender-documents
2025_CoC_571827_1,"[""gcc.pdf_1751358395_116384760.pdf""]",tender-documents
2025_DAE_877490_1,"[""92469818.pdf_1758361171_1839673820.pdf"", ""92469818.xls_1758361171_694658895.xls""]",tender-documents
2025_DAE_882389_1,"[""93758756.pdf_1761904123_917409250.pdf"", ""93758756.xls_1761904123_1262987337.xls""]",tender-documents
2025_DAE_886009_1,"[""94766062_(1).pdf_1763728428_914164700.pdf""]",tender-documents
2025_DARE_886090_1,"[""94875570.pdf_1763986615_2051717021.pdf""]",tender-documents
2025_DARE_887725_1,"[""95165663.pdf_1765005677_989588611.pdf"", ""95165663.xls_1765005677_98139899.xls""]",tender-documents
2025_DDA_877456_1,"[""92466507.pdf_1758179024_736472973.pdf"", ""92466507.xls_1758179024_1250562086.xls""]",tender-documents
2025_DDA_883797_1,,tender-documents
2025_DDA_886096_1,"[""Tendernotice_1_(42).pdf_1763635427_143708336.pdf""]",tender-documents
2025_DDA_890396_1,"[""95803359.pdf_1767168218_1135299489.pdf"", ""95803359.xls_1767168218_1745792532.xls""]",tender-documents
2025_DGLL_872300_1,"[""tender_(2).pdf_1754895628_1392392114.pdf""]",tender-documents
2025_DHI_815182_1,"[""93329104_(1).pdf_1760438001_1353432455.pdf"", ""PriceBid.xls_1760438001_73541001.xls"", ""TechnicalComplianceSheet.pdf_1760438001_1839940100.pdf"", ""TechnicalTender.pdf_1760438001_1922260747.pdf""]",tender-documents
2025_DHI_886565_1,"[""bb.pdf_1763984856_1242821918.pdf"", ""Tendernotice_1_(93).pdf_1763984856_1357693524.pdf""]",tender-documents
2025_DMRC_859021_1,"[""dmrc.pdf_1746682391_970795452.pdf""]",tender-documents
2025_DMRC_859857_1,"[""1.pdf_1748242634_486735514.pdf""]",tender-documents
2025_DMRC_884540_1,"[""DMRC.pdf_1766051663_1066572442.pdf"", ""Tendernotice_1_-_2025-12-18T152319.100.pdf_1766051663_1516103855.pdf""]",tender-documents
2025_DOP_888229_1,"[""UPS.pdf_1764835254_316995144.pdf"", ""Tendernotice_1_-_2025-12-04T132958.592.pdf_1764835254_432748560.pdf""]",tender-documents
2025_DOP_888755_1,"[""95381950_(1).pdf_1765457829_609438721.pdf"", ""95381950.pdf_1765457829_1065250967.pdf"", ""95381950.xls_1765457829_1060722603.xls""]",tender-documents
2025_DOP_891493_1,"[""Tendernotice_2_(11).pdf_1766819280_137778849.pdf"", ""Tendernotice_1_-_2025-12-27T123530.224.pdf_1766819280_930415163.pdf""]",tender-documents
2025_DPHAR_876691_1,"[""Tendernotice_1_(15).pdf_1758528757_640108102.pdf""]",tender-documents
2025_DRDO_886653_1,"[""Tendernotice_1_(5).pdf_1764588213_2107758856.pdf""]",tender-documents
2025_DREV_874926_1,"[""92015389.pdf_1757497174_292560662.pdf""]",tender-documents
2025_DTCP_450748_1,"[""Tendernotice_1_(7).pdf_1758004160_2130110038.pdf""]",tender-documents
2025_DTCP_459912_1,"[""Tendernotice_1_(79).pdf_1763537657_519439108.pdf"", ""mp.pdf_1763537657_1083926160.pdf""]",tender-documents
2025_DU_49406_1,"[""95730571.pdf_1767352552_799230639.pdf"", ""95730571.xls_1767352552_73610803.xls""]",tender-documents
2025_DVC_232848_1,"[""TS_250MW-500MWh_BESS_withDF_R.pdf_1748930717_1853687373.pdf""]",tender-documents
2025_DVC_244223_1,"[""177748384.pdf_1754651678_1534287067.pdf""]",tender-documents
2025_DVC_259120_1,"[""95690544_(1).pdf_1767358226_1736506809.pdf"", ""95690544.pdf_1767358226_727951610.pdf"", ""95690544.xls_1767358226_55873509.xls""]",tender-documents
2025_DoHE_813021_1,"[""92601971.pdf_1758612385_1212386796.pdf""]",tender-documents
2025_DoS_816863_1,"[""93886685.pdf_1762330839_556665763.pdf""]",tender-documents
2025_EB_598205_1,"[""M195TenderSpecification.pdf_1758105377_1898428889.pdf"", ""EB.pdf_1758105377_434566746.pdf""]",tender-documents
2025_EB_611762_1,"[""TenderSpecificationM-202.pdf_1761388260_316516872.pdf"", ""TNEB.pdf_1761388260_1747321862.pdf"", ""Tendernotice_1_(44).pdf_1761388260_1417935223.pdf""]",tender-documents
2025_EB_631200_1,"[""T2353BatteryCharger.pdf_1765798095_1359142570.pdf""]",tender-documents
2025_ENRGY_97275_1,"[""OEE.html_1735896836_1640377711.html""]",tender-documents
2025_EPI_259014_1,"[""95653513.pdf_1765967616_875422801.pdf"", ""95653513.xls_1765967616_1570149011.xls""]",tender-documents
2025_GAIL_248348_1,"[""Tendernotice_1_(9).pdf_1758350813_1679181716.pdf""]",tender-documents
2025_GU_23996_1,"[""BOQ_24423.xls_1754387172_609593192.xls"", ""Tn09Technical_Compliance_Sheet.xls_1754387172_659618785.xls"", ""Tendernotice_1_(34).pdf_1754387172_1455760115.pdf""]",tender-documents
2025_HBC_424022_1,"[""HPGCL.pdf_1737097942_134324041.pdf""]",tender-documents
2025_HBC_441098_1,"[""HPGCL.pdf_1745045632_1559778229.pdf""]",tender-documents
2025_HBC_453450_1,"[""Tendernotice_1_(16).pdf_1750485326_1989611094.pdf""]",tender-documents
2025_HBC_454462_1,"[""Tendernotice_1_(20).pdf_1751096784_947418951.pdf""]",tender-documents
2025_HBC_457131_1,"[""BOQ_534824.xls_1752225986_646296893.xls"", ""OT0054921.pdf_1752225986_592106938.pdf"", ""Tendernotice_1_(25).pdf_1752225986_1529453239.pdf""]",tender-documents
2025_HBC_462980_1,"[""HBC2.pdf_1758863735_955329209.pdf"", ""Tendernotice_1_(19).pdf_1758863735_899960334.pdf"", ""HBC.pdf_1758863735_2141149765.pdf""]",tender-documents
2025_HBC_468433_1,"[""91948988_(2).pdf_1757491219_718356321.pdf""]",tender-documents
2025_HBC_470076_1,"[""CHECKLIST.pdf_1757503475_615454078.pdf"", ""TenderdocumentBattery.pdf_1757503475_1328147971.pdf""]",tender-documents
2025_HBC_473128_1,"[""HBC1.pdf_1758350959_872150916.pdf"", ""HBS.pdf_1758350959_801255677.pdf""]",tender-documents
2025_HBC_476928_1,"[""Tendernotice_1_(5).pdf_1760179378_1498681702.pdf""]",tender-documents
2025_HBC_477354_1,"[""Tendernotice_1_(20).pdf_1763032912_1042857906.pdf""]",tender-documents
2025_HBC_478698_1,"[""HBC.pdf_1761292280_1918481034.pdf"", ""Tendernotice_1_(41).pdf_1761292280_693840200.pdf""]",tender-documents
2025_HBC_479713_1,,tender-documents
2025_HBC_483720_1,"[""94680406.pdf_1763535321_1329078095.pdf"", ""94680406.xls_1763535321_243587683.xls""]",tender-documents
2025_HBC_493298_1,"[""Tendernotice_1_-_2026-01-03T171550.614.pdf_1767440826_996129020.pdf"", ""HBC.pdf_1767440826_2023895733.pdf""]",tender-documents
2025_HFFN_1192379_1,"[""D1.pdf_1751272210_574511833.pdf""]",tender-documents
2025_HOCL_845588_1,"[""HOCL.pdf_1739358544_621669127.pdf""]",tender-documents
2025_HPCLB_249107_1,"[""Tendernotice_1_(2).pdf_1758176661_1398554753.pdf"", ""HPCL.pdf_1758176661_1514981981.pdf""]",tender-documents
2025_HPCLB_256457_1,"[""Tendernotice_1_(90).pdf_1763983609_543775935.pdf"", ""HPCL.pdf_1763983609_981936368.pdf""]",tender-documents
2025_HPSEB_114705_1,"[""HP.pdf_1760603615_289495185.pdf"", ""Detailed_BOQ_cum_Estimate.pdf_1760603615_1862635850.pdf"", ""Tendernotice_1_(36).pdf_1760603615_1102086791.pdf""]",tender-documents
2025_HRY_421468_1,"[""igu4.pdf_1735971676_1376168876.pdf""]",tender-documents
2025_HRY_449459_1,"[""DOT.pdf_1748498086_1267869829.pdf""]",tender-documents
2025_HRY_484480_1,"[""smf.pdf_1763727778_216862491.pdf"", ""Tendernotice_1_(85).pdf_1763727778_1884450941.pdf""]",tender-documents
2025_HR_183105_1,"[""IOCL.pdf_1736835774_1979740425.pdf""]",tender-documents
2025_HSL_98382_1,"[""Tendernotice_1_(35).pdf_1763363340_631987930.pdf""]",tender-documents
2025_HWB_842996_1,"[""HWB.pdf_1736712522_757635237.pdf""]",tender-documents
2025_IAF_736481_1,"[""93838990.pdf_1761639166_757707848.pdf"", ""93838990.xls_1761639166_1681198229.xls""]",tender-documents
2025_ICD_48182_1,"[""ICD2.pdf_1761291475_295958725.pdf"", ""ICD.pdf_1761291475_1175468428.pdf""]",tender-documents
2025_IC_155010_1,"[""Tendernotice_1_-_2025-12-02T170256.339.pdf_1764675192_697671514.pdf"", ""UPS.pdf_1764675256_2102657609.pdf""]",tender-documents
2025_IIMB_887359_1,"[""95077260.pdf_1764582010_845889543.pdf"", ""95077260.xls_1764582010_461997762.xls""]",tender-documents
2025_IIMID_889523_1,"[""Tendernotice_1_-_2025-12-12T135811.502.pdf_1765528106_1134159809.pdf""]",tender-documents
2025_IIML_861067_1,"[""eProcurement_System_Government_of_India3.pdf_1748679533_27208901.pdf""]",tender-documents
2025_IIPM_185189_1,"[""TENDER_8230.pdf_1749895278_923282713.pdf""]",tender-documents
2025_IISC_868154_1,"[""SERC_BatteryPurchase.pdf_1752486730_985847484.pdf""]",tender-documents
2025_IISC_868154_2,"[""iisc.pdf_1756291875_87821833.pdf""]",tender-documents
2025_IISER_887363_1,"[""95080937_(1).xls_1765802465_636393827.xls"", ""95080937_(1).pdf_1765802465_2008864218.pdf""]",tender-documents
2025_IITGN_877553_1,"[""IIT2.pdf_1759226787_383336875.pdf"", ""iit.pdf_1759226787_946627484.pdf""]",tender-documents
2025_IITGN_885499_2,"[""iit.pdf_1763122117_172303160.pdf"", ""Tendernotice_1_(70).pdf_1763122117_1435439670.pdf""]",tender-documents
2025_IITGN_887688_1,"[""95129508.pdf_1765022557_1414556163.pdf"", ""95129508.xls_1765022557_154897893.xls""]",tender-documents
2025_IITGN_890717_1,"[""95847405.pdf_1766485708_997120532.pdf"", ""95847405.xls_1766485708_2028313049.xls""]",tender-documents
2025_IITJ_884581_2,"[""UPS.pdf_1766213799_1532193528.pdf"", ""Tendernotice_1_-_2025-12-20T122546.961.pdf_1766213799_143539365.pdf""]",tender-documents
2025_IITKG_883937_1,"[""Tendernotice_1_(19).pdf_1763025496_19948200.pdf"", ""94172727_(2).xls_1763025496_991417439.xls""]",tender-documents
2025_IITKG_885448_1,"[""Tendernotice_1_(21).pdf_1763203025_1959431457.pdf""]",tender-documents
2025_IITKG_885837_1,"[""Tendernotice_1_(45).pdf_1763984563_786956294.pdf""]",tender-documents
2025_IITM_245905_1,"[""IIT.pdf_1755857316_1344029962.pdf""]",tender-documents
2025_IITRP_844427_1,"[""IIT.pdf_1737524718_1554811978.pdf""]",tender-documents
2025_IITR_851976_1,"[""ROORKEE.pdf_1741178395_690110429.pdf""]",tender-documents
2025_IITR_860441_1,"[""Tendernotice_1.pdf_1748686861_1232971500.pdf""]",tender-documents
2025_IITR_890566_1,"[""iitr.pdf_1766402508_329836558.pdf"", ""iit.pdf_1766402508_163891168.pdf""]",tender-documents
2025_IITS_889508_2,"[""96194303.xls_1767866192_1132912387.xls"", ""96194303.pdf_1767866192_194606727.pdf""]",tender-documents
2025_IIT_846288_1,"[""IIT.pdf_1738139708_2006643657.pdf""]",tender-documents
2025_IIT_861746_1,"[""eProcurement_System_Government_of_India1.pdf_1748678767_1806688644.pdf""]",tender-documents
2025_IMSR_867230_1,"[""AIIMS.pdf_1751540924_826245585.pdf""]",tender-documents
2025_IPGCL_273333_1,"[""GEMC-511687739754188-29092023_(1).pdf_1750936711_1387735049.pdf"", ""ipgcl.pdf_1750938777_1031411693.pdf""]",tender-documents
2025_IPGCL_274481_1,"[""IPGCL2.pdf_1750999495_1057121772.pdf""]",tender-documents
2025_IPPL_237117_1,"[""Tendernotice_1_(1).pdf_1749623772_1046519066.pdf""]",tender-documents
2025_ISRO_812074_1,"[""0108_TE.pdf_1758105051_915741493.pdf""]",tender-documents
2025_ITI_812605_1,"[""ITI_NNI_BEES_2025_01_DT.16.09.25.pdf_1758106799_21100943.pdf"", ""ITI.pdf_1758106799_1582382600.pdf""]",tender-documents
2025_ITPO_885852_1,"[""94687998.pdf_1763536884_262676055.pdf"", ""94687998_(1).xls_1763536884_1751959969.xls""]",tender-documents
2025_ITPO_889269_1,"[""95526709.xls_1765791819_1921971770.xls"", ""95526709.pdf_1765791819_643185074.pdf""]",tender-documents
2025_JMRC_478514_1,"[""Tendernotice_2.pdf_1751094699_542071197.pdf""]",tender-documents
2025_JMRC_493031_1,"[""eProcurement_System_Government_of_Rajasthan.pdf_1755929828_227101504.pdf""]",tender-documents
2025_JMRC_503732_1,"[""J2.pdf_1758959564_1640956183.pdf"", ""JMRC.pdf_1758959564_1509004716.pdf""]",tender-documents
2025_KMML_821556_1,"[""KMML.pdf_1765008899_920168319.pdf"", ""Tendernotice_1_-_2025-12-06T134436.824.pdf_1765008899_1562886901.pdf""]",tender-documents
2025_KSEB_729631_1,"[""KSEB.pdf_1738145108_1036558546.pdf""]",tender-documents
2025_KSEB_816561_1,"[""kseb.pdf_1764247197_1155455552.pdf"", ""Tendernotice_1_(95).pdf_1764247197_815571062.pdf""]",tender-documents
2025_KSEDC_804581_1,"[""kseb.pdf_1760084981_679277572.pdf"", ""UPS.pdf_1760084981_1792708790.pdf""]",tender-documents
2025_KTDC_791549_1,"[""Tendernotice_1_(12).pdf_1758363608_571197943.pdf""]",tender-documents
2025_KWA_722799_1,"[""KWA.pdf_1736834982_1683461570.pdf""]",tender-documents
2025_MAWS_614359_1,"[""TN.pdf_1760607632_617330973.pdf"", ""Tendernotice_2_(2).pdf_1760607632_1728033389.pdf"", ""Tendernotice_1_(37).pdf_1760607632_953540591.pdf""]",tender-documents
2025_MCGM_1231854_1,"[""Tendernotice_1_(61).pdf_1762339277_361126676.pdf"", ""UPS.pdf_1762339277_1004758928.pdf""]",tender-documents
2025_MEDA_1191396_1,"[""anganwaditender.pdf_1751273170_523884713.pdf""]",tender-documents
2025_MEDIC_520907_2,"[""Tendernotice_4.pdf_1766488336_518271663.pdf"", ""Tendernotice_5.pdf_1766488336_1528487539.pdf"", ""Tendernotice_2_(2).pdf_1766488336_503267727.pdf"", ""Tendernotice_3_(1).pdf_1766488336_1206659685.pdf"", ""Tendernotice_3.pdf_1766488336_1129116762.pdf"", ""Tendernotice_1_(11).pdf_1766488336_1575543780.pdf""]",tender-documents
2025_MES_742103_1,"[""Tendernotice_1_(17).pdf_1767003304_1544091821.pdf""]",tender-documents
2025_MES_746313_1,,tender-documents
2025_MKVVC_416498_1,"[""MPKVVCNL.pdf_1744975190_865140226.pdf""]",tender-documents
2025_MKVVC_416507_1,"[""mpmkvvcl.pdf_1744974909_1703863150.pdf""]",tender-documents
2025_MKVVC_463511_1,"[""Tendernotice_1_(80).pdf_1763640809_1939984427.pdf"", ""1.pdf_1763640809_1897685487.pdf"", ""TS1236BatterySet.pdf_1764670677_1306816085.pdf""]",tender-documents
2025_MKVVC_465448_1,"[""Tendernotice_1_(100).pdf_1764661176_1195359428.pdf""]",tender-documents
2025_MNRE_2557_1,"[""MREDA.pdf_1736772680_358752344.pdf""]",tender-documents
2025_MPHC_452573_1,"[""UPS2.pdf_1758864407_1799077020.pdf"", ""UPS.pdf_1758864407_1500470004.pdf""]",tender-documents
2025_MPPGC_394692_1,"[""MPPGC.pdf_1736768215_389397035.pdf""]",tender-documents
2025_MPPGC_414887_1,"[""SBD_SUPPLY.pdf_1751260430_956034276.pdf""]",tender-documents
2025_MPPGC_464752_1,"[""Tendernotice_3_(2).pdf_1764848491_294911743.pdf"", ""Tendernotice_2_(8).pdf_1764848491_42486236.pdf"", ""Tendernotice_2_(7).pdf_1764848491_1740831247.pdf""]",tender-documents
2025_MPPGC_812744_1,"[""1.pdf_1758176983_1763829312.pdf"", ""MPPGCL.pdf_1758176983_426721387.pdf""]",tender-documents
2025_MPPKV_440373_1,"[""TS1907.pdf_1755684354_1166670407.pdf""]",tender-documents
2025_MPPKV_440373_2,"[""MPPKVVNL.pdf_1757666079_1271601300.pdf"", ""RetenderTS1907.pdf_1757666079_1833412128.pdf""]",tender-documents
2025_MPPKV_440637_1,"[""TS0530V100AHLeadAcidBatterySetinSANcontainer_(1)_(1).pdf_1753944555_2137202896.pdf""]",tender-documents
2025_MPPKV_442063_1,"[""TS07LithiumIonBatterySet.pdf_1754469268_1303937912.pdf""]",tender-documents
2025_MPPKV_467119_1,"[""vrla.pdf_1765352652_1907240132.pdf"", ""Tendernotice_1_-_2025-12-10T131209.435.pdf_1765352652_1503108379.pdf""]",tender-documents
2025_MPPTC_438024_1,"[""MPPTCL.pdf_1758181070_853284539.pdf"", ""MPP.pdf_1758181070_1397259238.pdf"", ""Tendernotice_1_(4).pdf_1758181070_62614738.pdf""]",tender-documents
2025_MPPTC_469589_1,"[""MPP.pdf_1766139369_1305628522.pdf"", ""Tendernotice_1_-_2025-12-19T154341.371.pdf_1766139369_1459623495.pdf""]",tender-documents
2025_MPP_467333_1,"[""MPP.pdf_1765440292_1062036617.pdf"", ""v.pdf_1765440292_998859523.pdf"", ""vrla.pdf_1765440292_2007242172.pdf""]",tender-documents
2025_MTNL_890294_1,"[""MMM.pdf_1766051993_1965230245.pdf"", ""MTNL.pdf_1766051993_840781694.pdf""]",tender-documents
2025_NBCC_816574_1,"[""Tendernotice_1_(10).pdf_1761564578_128624700.pdf""]",tender-documents
2025_NBCC_822115_1,"[""95576748.pdf_1766044464_957605633.pdf""]",tender-documents
2025_NCSM_866466_1,"[""Tendernotice_1_(21).pdf_1751097558_1070829172.pdf""]",tender-documents
2025_NCSM_874784_1,"[""BOQ_919561.xls_1757146973_595892935.xls"", ""Tendernotice_1_(2).pdf_1757146973_1720171946.pdf""]",tender-documents
2025_NCSM_880432_1,"[""Tendernotice_1_(2).pdf_1759918436_2025046213.pdf""]",tender-documents
2025_NCSM_882769_1,"[""93852201.pdf_1761637975_1750735774.pdf"", ""93852201.xls_1761637975_948186898.xls""]",tender-documents
2025_NDMC_280982_1,"[""NMDC.pdf_1762849513_1642426400.pdf"", ""Tendernotice_1_(66).pdf_1762849513_1351462975.pdf""]",tender-documents
2025_NDMC_282734_1,"[""NDMC.pdf_1766214901_62608732.pdf"", ""Tendernotice_1_-_2025-12-20T123811.410.pdf_1766214901_283159382.pdf""]",tender-documents
2025_NDMC_282946_1,"[""95729292.xls_1766144816_561055303.xls"", ""95729292.zip_1766144816_488042296.zip"", ""95729292.pdf_1766144816_154786994.pdf""]",tender-documents
2025_NFL_258418_1,"[""95497846_(2).pdf_1766493704_1397042148.pdf"", ""95497846_(1).pdf_1766493704_333275331.pdf"", ""95497846.pdf_1766493704_1832864457.pdf""]",tender-documents
2025_NHDC_852664_1,"[""NHDC.pdf_1742626732_416753416.pdf""]",tender-documents
2025_NIPFP_888629_1,"[""95372714.xls_1765361072_114084580.xls"", ""95372714.pdf_1765361072_1844571368.pdf""]",tender-documents
2025_NIPGR_864568_1,"[""Tendernotice_1_(13).pdf_1750230510_829158152.pdf""]",tender-documents
2025_NIPGR_883663_1,"[""Tendernotice_1_(15).pdf_1762329975_2033480806.pdf""]",tender-documents
2025_NIPGR_886337_1,"[""94808234.pdf_1764058406_1859646649.pdf""]",tender-documents
2025_NMRCL_1056389_1,"[""nmrc.pdf_1752653886_536730928.pdf""]",tender-documents
2025_NMRCL_1089734_1,"[""2.pdf_1762948348_828309884.pdf"", ""Tendernotice_1_(69).pdf_1762948348_350986770.pdf""]",tender-documents
2025_NRB_887232_1,"[""15292025-0356_(2).pdf_1764248240_1879424187.pdf""]",tender-documents
2025_NSIT_279476_2,"[""93283666.xls_1760436165_1229332474.xls""]",tender-documents
2025_NTPCR_95657_1,"[""NTPC.pdf_1745045040_123139328.pdf""]",tender-documents
2025_NTPC_100740_1,"[""Tendernotice_1_(3).pdf_1760089561_1104079177.pdf""]",tender-documents
2025_NTPC_101215_1,"[""Tendernotice_1_(4).pdf_1764235779_1274817128.pdf""]",tender-documents
2025_NTPC_102102_1,"[""Tendernotice_1_(75).pdf_1763373696_456306426.pdf"", ""ntpc.pdf_1763373696_971827573.pdf""]",tender-documents
2025_NTPC_103316_1,"[""T.pdf_1766400041_950752324.pdf"", ""N.pdf_1766400041_880196789.pdf"", ""ntpc.pdf_1766400041_999046770.pdf""]",tender-documents
2025_NTPC_93621_1,"[""NTPCL.pdf_1737533488_114349528.pdf""]",tender-documents
2025_NTPC_94796_1,"[""NTPCL2.pdf_1741854906_1609816460.pdf""]",tender-documents
2025_NTPC_95371_1,"[""NTPCL.pdf_1741854746_1793330148.pdf""]",tender-documents
2025_NTPC_97006_1,"[""NTPC_Limited_eProcurement_Portal.pdf_1747475641_1997591389.pdf""]",tender-documents
